id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
1478,304301831.9,88 St_0,Times Sq - 42 St_0,160529869.8,145182887.8,305712757.6,-1410925.674,40.679843,-73.85147,40.7551308,-73.9870916,-0.461520051,"{""id"" : 1478,","""delay_with_demand"" : 304301831.944,","""station_0"" : ""88 St_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 160529869.789,","""delay_1"" : 145182887.829,","""sum"" : 305712757.618,","""synergy"" : -1410925.674,","""station_0_lat"" : 40.679843,","""station_0_lon"" : -73.85147,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -0.461520050715},"
1479,246677036,72 St_2,Times Sq - 42 St_0,108403102.1,145182887.8,253585989.9,-6908953.881,40.768799,-73.958424,40.7551308,-73.9870916,-2.724501414,"{""id"" : 1479,","""delay_with_demand"" : 246677036.018,","""station_0"" : ""72 St_2"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 108403102.07,","""delay_1"" : 145182887.829,","""sum"" : 253585989.899,","""synergy"" : -6908953.881,","""station_0_lat"" : 40.768799,","""station_0_lon"" : -73.958424,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -2.7245014142},"
1480,285289268.8,President St_0,Times Sq - 42 St_0,143484676.6,145182887.8,288667564.4,-3378295.557,40.667883,-73.950683,40.7551308,-73.9870916,-1.1703066,"{""id"" : 1480,","""delay_with_demand"" : 285289268.84,","""station_0"" : ""President St_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 143484676.568,","""delay_1"" : 145182887.829,","""sum"" : 288667564.397,","""synergy"" : -3378295.557,","""station_0_lat"" : 40.667883,","""station_0_lon"" : -73.950683,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -1.17030659959},"
1481,275067328.1,Sterling St_0,Times Sq - 42 St_0,133027782.4,145182887.8,278210670.3,-3143342.135,40.662742,-73.95085,40.7551308,-73.9870916,-1.129842408,"{""id"" : 1481,","""delay_with_demand"" : 275067328.126,","""station_0"" : ""Sterling St_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 133027782.432,","""delay_1"" : 145182887.829,","""sum"" : 278210670.261,","""synergy"" : -3143342.135,","""station_0_lat"" : 40.662742,","""station_0_lon"" : -73.95085,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -1.12984240757},"
1482,290823312,Rockaway Blvd_0,Times Sq - 42 St_0,146905299.2,145182887.8,292088187,-1264875.036,40.680429,-73.843853,40.7551308,-73.9870916,-0.433045598,"{""id"" : 1482,","""delay_with_demand"" : 290823312.008,","""station_0"" : ""Rockaway Blvd_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 146905299.215,","""delay_1"" : 145182887.829,","""sum"" : 292088187.044,","""synergy"" : -1264875.036,","""station_0_lat"" : 40.680429,","""station_0_lon"" : -73.843853,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -0.433045597907},"
1483,278405296.5,30 Av_0,Times Sq - 42 St_0,137043733,145182887.8,282226620.9,-3821324.401,40.766779,-73.921479,40.7551308,-73.9870916,-1.35399148,"{""id"" : 1483,","""delay_with_demand"" : 278405296.454,","""station_0"" : ""30 Av_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 137043733.026,","""delay_1"" : 145182887.829,","""sum"" : 282226620.855,","""synergy"" : -3821324.401,","""station_0_lat"" : 40.766779,","""station_0_lon"" : -73.921479,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -1.35399148012},"
1484,245162185,Flushing - Main St_0,Times Sq - 42 St_0,102467186.8,145182887.8,247650074.6,-2487889.578,40.7596,-73.83003,40.7551308,-73.9870916,-1.00459876,"{""id"" : 1484,","""delay_with_demand"" : 245162185.017,","""station_0"" : ""Flushing - Main St_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 102467186.766,","""delay_1"" : 145182887.829,","""sum"" : 247650074.595,","""synergy"" : -2487889.578,","""station_0_lat"" : 40.7596,","""station_0_lon"" : -73.83003,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -1.00459875979},"
1485,227645323.4,42 St - Port Authority Bus Terminal_0,Times Sq - 42 St_0,78941772.01,145182887.8,224124659.8,3520663.581,40.757308,-73.989735,40.7551308,-73.9870916,1.570850608,"{""id"" : 1485,","""delay_with_demand"" : 227645323.423,","""station_0"" : ""42 St - Port Authority Bus Terminal_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 78941772.0126,","""delay_1"" : 145182887.829,","""sum"" : 224124659.842,","""synergy"" : 3520663.5814,","""station_0_lat"" : 40.757308,","""station_0_lon"" : -73.989735,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : 1.57085060782},"
1486,228682168.9,34 St - Penn Station_1,Times Sq - 42 St_0,76982130.62,145182887.8,222165018.4,6517150.472,40.752287,-73.993391,40.7551308,-73.9870916,2.933472838,"{""id"" : 1486,","""delay_with_demand"" : 228682168.918,","""station_0"" : ""34 St - Penn Station_1"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 76982130.6167,","""delay_1"" : 145182887.829,","""sum"" : 222165018.446,","""synergy"" : 6517150.4723,","""station_0_lat"" : 40.752287,","""station_0_lon"" : -73.993391,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : 2.9334728383},"
1487,207240363.4,86 St_4,Times Sq - 42 St_0,66665551.51,145182887.8,211848439.3,-4608075.894,40.777891,-73.951787,40.7551308,-73.9870916,-2.175175757,"{""id"" : 1487,","""delay_with_demand"" : 207240363.444,","""station_0"" : ""86 St_4"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 66665551.5092,","""delay_1"" : 145182887.829,","""sum"" : 211848439.338,","""synergy"" : -4608075.8942,","""station_0_lat"" : 40.777891,","""station_0_lon"" : -73.951787,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -2.17517575706},"
1488,183856355.2,Whitehall St_0,Times Sq - 42 St_0,38805648,145182887.8,183988535.8,-132180.6608,40.703087,-74.012994,40.7551308,-73.9870916,-0.071841792,"{""id"" : 1488,","""delay_with_demand"" : 183856355.169,","""station_0"" : ""Whitehall St_0"",","""station_1"" : ""Times Sq - 42 St_0"",","""delay_0"" : 38805648.0008,","""delay_1"" : 145182887.829,","""sum"" : 183988535.83,","""synergy"" : -132180.6608,","""station_0_lat"" : 40.703087,","""station_0_lon"" : -74.012994,","""station_1_lat"" : 40.7551308,","""station_1_lon"" : -73.9870916,","""percent_synergy"" : -0.0718417917746},"
1489,458681200.5,Jackson Hts - Roosevelt Av_0,14 St - Union Sq_0,315917299.6,143561929.3,459479228.9,-798028.414,40.746644,-73.891338,40.7352045,-73.9902595,-0.173681064,"{""id"" : 1489,","""delay_with_demand"" : 458681200.468,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 315917299.582,","""delay_1"" : 143561929.3,","""sum"" : 459479228.882,","""synergy"" : -798028.414,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.173681064091},"
1490,399055699.1,149 St - Grand Concourse_0,14 St - Union Sq_0,264481925.8,143561929.3,408043855.1,-8988155.975,40.81839833,-73.926929,40.7352045,-73.9902595,-2.202742637,"{""id"" : 1490,","""delay_with_demand"" : 399055699.125,","""station_0"" : ""149 St - Grand Concourse_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 264481925.8,","""delay_1"" : 143561929.3,","""sum"" : 408043855.1,","""synergy"" : -8988155.975,","""station_0_lat"" : 40.8183983333,","""station_0_lon"" : -73.926929,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -2.20274263726},"
1491,386748922.8,125 St_2,14 St - Union Sq_0,256294926.7,143561929.3,399856856,-13107933.18,40.804138,-73.937594,40.7352045,-73.9902595,-3.278156417,"{""id"" : 1491,","""delay_with_demand"" : 386748922.845,","""station_0"" : ""125 St_2"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 256294926.729,","""delay_1"" : 143561929.3,","""sum"" : 399856856.029,","""synergy"" : -13107933.184,","""station_0_lat"" : 40.804138,","""station_0_lon"" : -73.937594,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -3.27815641682},"
1492,264242928.6,Newkirk Plaza_0,14 St - Union Sq_0,123750250.4,143561929.3,267312179.7,-3069251.105,40.635082,-73.962793,40.7352045,-73.9902595,-1.148189771,"{""id"" : 1492,","""delay_with_demand"" : 264242928.598,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 123750250.403,","""delay_1"" : 143561929.3,","""sum"" : 267312179.703,","""synergy"" : -3069251.105,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -1.14818977138},"
1493,183142166.2,Essex St_0,14 St - Union Sq_0,38814251.23,143561929.3,182376180.5,765985.6415,40.718315,-73.987437,40.7352045,-73.9902595,0.420003116,"{""id"" : 1493,","""delay_with_demand"" : 183142166.168,","""station_0"" : ""Essex St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 38814251.2265,","""delay_1"" : 143561929.3,","""sum"" : 182376180.527,","""synergy"" : 765985.6415,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 0.420003116245},"
1494,214195302.4,Nostrand Av_1,14 St - Union Sq_0,71000339.24,143561929.3,214562268.5,-366966.165,40.680438,-73.950426,40.7352045,-73.9902595,-0.171030148,"{""id"" : 1494,","""delay_with_demand"" : 214195302.379,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 71000339.244,","""delay_1"" : 143561929.3,","""sum"" : 214562268.544,","""synergy"" : -366966.165,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.171030147794},"
1495,155043922.5,25 St_0,14 St - Union Sq_0,11718325.41,143561929.3,155280254.7,-236332.2111,40.660397,-73.998091,40.7352045,-73.9902595,-0.152197207,"{""id"" : 1495,","""delay_with_demand"" : 155043922.498,","""station_0"" : ""25 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 11718325.4091,","""delay_1"" : 143561929.3,","""sum"" : 155280254.709,","""synergy"" : -236332.2111,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.152197207264},"
1496,469157921.7,Broadway Jct_0,14 St - Union Sq_0,326405791.4,143561929.3,469967720.7,-809798.973,40.678904,-73.9045792,40.7352045,-73.9902595,-0.172309488,"{""id"" : 1496,","""delay_with_demand"" : 469157921.726,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 326405791.399,","""delay_1"" : 143561929.3,","""sum"" : 469967720.699,","""synergy"" : -809798.973,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.172309487936},"
1497,232417521.7,145 St_0,14 St - Union Sq_0,83423715.57,143561929.3,226985644.9,5431876.836,40.824783,-73.944216,40.7352045,-73.9902595,2.393048617,"{""id"" : 1497,","""delay_with_demand"" : 232417521.707,","""station_0"" : ""145 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 83423715.5713,","""delay_1"" : 143561929.3,","""sum"" : 226985644.871,","""synergy"" : 5431876.8357,","""station_0_lat"" : 40.824783,","""station_0_lon"" : -73.944216,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 2.39304861714},"
1498,407313889.8,Junction Blvd_0,14 St - Union Sq_0,269649748.4,143561929.3,413211677.7,-5897787.883,40.749145,-73.869527,40.7352045,-73.9902595,-1.427304261,"{""id"" : 1498,","""delay_with_demand"" : 407313889.777,","""station_0"" : ""Junction Blvd_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 269649748.36,","""delay_1"" : 143561929.3,","""sum"" : 413211677.66,","""synergy"" : -5897787.883,","""station_0_lat"" : 40.749145,","""station_0_lon"" : -73.869527,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -1.4273042612},"
1499,418927064.5,Kew Gardens - Union Tpke_0,14 St - Union Sq_0,278833714.3,143561929.3,422395643.6,-3468579.155,40.714441,-73.831008,40.7352045,-73.9902595,-0.821168307,"{""id"" : 1499,","""delay_with_demand"" : 418927064.491,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 278833714.346,","""delay_1"" : 143561929.3,","""sum"" : 422395643.646,","""synergy"" : -3468579.155,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.821168306818},"
1500,511824659.4,Grand Central - 42 St_0,14 St - Union Sq_0,223630137,143561929.3,367192066.3,144632593.1,40.751707,-73.9766866,40.7352045,-73.9902595,39.38881213,"{""id"" : 1500,","""delay_with_demand"" : 511824659.428,","""station_0"" : ""Grand Central - 42 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 223630136.984,","""delay_1"" : 143561929.3,","""sum"" : 367192066.284,","""synergy"" : 144632593.144,","""station_0_lat"" : 40.751707,","""station_0_lon"" : -73.9766866,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 39.3888121298},"
1501,358046389.6,3 Av - 149 St_0,14 St - Union Sq_0,221492451.1,143561929.3,365054380.4,-7007990.81,40.816109,-73.917757,40.7352045,-73.9902595,-1.91971147,"{""id"" : 1501,","""delay_with_demand"" : 358046389.563,","""station_0"" : ""3 Av - 149 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 221492451.073,","""delay_1"" : 143561929.3,","""sum"" : 365054380.373,","""synergy"" : -7007990.81,","""station_0_lat"" : 40.816109,","""station_0_lon"" : -73.917757,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -1.91971146952},"
1502,291758070.8,Times Sq - 42 St_0,14 St - Union Sq_0,145182887.8,143561929.3,288744817.1,3013253.701,40.7551308,-73.9870916,40.7352045,-73.9902595,1.043569797,"{""id"" : 1502,","""delay_with_demand"" : 291758070.83,","""station_0"" : ""Times Sq - 42 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 145182887.829,","""delay_1"" : 143561929.3,","""sum"" : 288744817.129,","""synergy"" : 3013253.701,","""station_0_lat"" : 40.7551308,","""station_0_lon"" : -73.9870916,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 1.04356979667},"
1503,159948632.2,Coney Island - Stillwell Av_0,14 St - Union Sq_0,16577467.28,143561929.3,160139396.6,-190764.3818,40.577422,-73.981233,40.7352045,-73.9902595,-0.119123954,"{""id"" : 1503,","""delay_with_demand"" : 159948632.202,","""station_0"" : ""Coney Island - Stillwell Av_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 16577467.2838,","""delay_1"" : 143561929.3,","""sum"" : 160139396.584,","""synergy"" : -190764.3818,","""station_0_lat"" : 40.577422,","""station_0_lon"" : -73.981233,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.119123954423},"
1504,398303805.6,34 St - Herald Sq_0,14 St - Union Sq_0,140234090.5,143561929.3,283796019.8,114507785.8,40.749643,-73.9878865,40.7352045,-73.9902595,40.34862287,"{""id"" : 1504,","""delay_with_demand"" : 398303805.606,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 140234090.533,","""delay_1"" : 143561929.3,","""sum"" : 283796019.833,","""synergy"" : 114507785.773,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 40.3486228737},"
1505,226525510.8,125 St_3,14 St - Union Sq_0,76107032.31,143561929.3,219668961.6,6856549.232,40.811109,-73.952343,40.7352045,-73.9902595,3.121309985,"{""id"" : 1505,","""delay_with_demand"" : 226525510.839,","""station_0"" : ""125 St_3"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 76107032.3074,","""delay_1"" : 143561929.3,","""sum"" : 219668961.607,","""synergy"" : 6856549.2316,","""station_0_lat"" : 40.811109,","""station_0_lon"" : -73.952343,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 3.12130998455},"
1506,217726489.7,96 St_0,14 St - Union Sq_0,74171566.44,143561929.3,217733495.7,-7006.0126,40.793919,-73.972323,40.7352045,-73.9902595,-0.003217701,"{""id"" : 1506,","""delay_with_demand"" : 217726489.731,","""station_0"" : ""96 St_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 74171566.4436,","""delay_1"" : 143561929.3,","""sum"" : 217733495.744,","""synergy"" : -7006.01260003,","""station_0_lat"" : 40.793919,","""station_0_lon"" : -73.972323,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.00321770087607},"
1507,222782759.1,Fulton St_1,14 St - Union Sq_0,89515357.07,143561929.3,233077286.4,-10294527.27,40.7102996,-74.0087818,40.7352045,-73.9902595,-4.416786996,"{""id"" : 1507,","""delay_with_demand"" : 222782759.093,","""station_0"" : ""Fulton St_1"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 89515357.0672,","""delay_1"" : 143561929.3,","""sum"" : 233077286.367,","""synergy"" : -10294527.2742,","""station_0_lat"" : 40.7102996,","""station_0_lon"" : -74.0087818,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -4.4167869957},"
1508,225717830.8,Kings Hwy_0,14 St - Union Sq_0,84282687.38,143561929.3,227844616.7,-2126785.903,40.60867,-73.957734,40.7352045,-73.9902595,-0.933436977,"{""id"" : 1508,","""delay_with_demand"" : 225717830.782,","""station_0"" : ""Kings Hwy_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 84282687.3848,","""delay_1"" : 143561929.3,","""sum"" : 227844616.685,","""synergy"" : -2126785.9028,","""station_0_lat"" : 40.60867,","""station_0_lon"" : -73.957734,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : -0.933436977246},"
1509,227551714.5,Hoyt - Schermerhorn Sts_0,14 St - Union Sq_0,81539629.5,143561929.3,225101558.8,2450155.695,40.688484,-73.985001,40.7352045,-73.9902595,1.088466783,"{""id"" : 1509,","""delay_with_demand"" : 227551714.496,","""station_0"" : ""Hoyt - Schermerhorn Sts_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 81539629.5011,","""delay_1"" : 143561929.3,","""sum"" : 225101558.801,","""synergy"" : 2450155.6949,","""station_0_lat"" : 40.688484,","""station_0_lon"" : -73.985001,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 1.0884667827},"
1510,231776498.3,34 St - Penn Station_0,14 St - Union Sq_0,81124382.45,143561929.3,224686311.7,7090186.555,40.750373,-73.991057,40.7352045,-73.9902595,3.155593458,"{""id"" : 1510,","""delay_with_demand"" : 231776498.301,","""station_0"" : ""34 St - Penn Station_0"",","""station_1"" : ""14 St - Union Sq_0"",","""delay_0"" : 81124382.4464,","""delay_1"" : 143561929.3,","""sum"" : 224686311.746,","""synergy"" : 7090186.5546,","""station_0_lat"" : 40.750373,","""station_0_lon"" : -73.991057,","""station_1_lat"" : 40.7352045,","""station_1_lon"" : -73.9902595,","""percent_synergy"" : 3.15559345805},"
